bioguide,name,committee_id,committee_type,committee_name,committee_subcommittee_name,party,title,rank,chamber
S001150,Adam B. Schiff,SSJU26,senate subcommittee,Senate Committee on the Judiciary,Intellectual Property,minority,Ranking Member,1,
W000802,Sheldon Whitehouse,SSJU26,senate subcommittee,Senate Committee on the Judiciary,Intellectual Property,minority,,2,
C001088,Christopher A. Coons,SSJU26,senate subcommittee,Senate Committee on the Judiciary,Intellectual Property,minority,,3,
H001042,Mazie K. Hirono,SSJU26,senate subcommittee,Senate Committee on the Judiciary,Intellectual Property,minority,,4,
W000800,Peter Welch,SSJU26,senate subcommittee,Senate Committee on the Judiciary,Intellectual Property,minority,,5,
B001243,Marsha Blackburn,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",majority,Chairman,1,
G000359,Lindsey Graham,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",majority,,2,
C001056,John Cornyn,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",majority,,3,
H001089,Josh Hawley,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",majority,,4,
K000393,John Kennedy,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",majority,,5,
M001244,Ashley Moody,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",majority,,6,
K000367,Amy Klobuchar,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",minority,Ranking Member,1,
C001088,Christopher A. Coons,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",minority,,2,
B001277,Richard Blumenthal,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",minority,,3,
P000145,Alex Padilla,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",minority,,4,
S001150,Adam B. Schiff,SSJU28,senate subcommittee,Senate Committee on the Judiciary,"Privacy, Technology, and the Law",minority,,5,
S001227,Eric Schmitt,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,majority,Chairman,1,
C001056,John Cornyn,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,majority,,2,
L000577,Mike Lee,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,majority,,3,
C001098,Ted Cruz,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,majority,,4,
H001089,Josh Hawley,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,majority,,5,
K000393,John Kennedy,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,majority,,6,
B001243,Marsha Blackburn,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,majority,,7,
W000800,Peter Welch,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,minority,Ranking Member,1,
W000802,Sheldon Whitehouse,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,minority,,2,
H001042,Mazie K. Hirono,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,minority,,3,
B001288,Cory A. Booker,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,minority,,4,
P000145,Alex Padilla,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,minority,,5,
S001150,Adam B. Schiff,SSJU21,senate subcommittee,Senate Committee on the Judiciary,the Constitution,minority,,6,
M000934,Jerry Moran,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,Chairman,1,
B001236,John Boozman,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,,2,
C001075,Bill Cassidy,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,,3,
T000476,Thom Tillis,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,,4,
S001198,Dan Sullivan,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,,5,
B001243,Marsha Blackburn,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,,6,
C001096,Kevin Cramer,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,,7,
T000278,Tommy Tuberville,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,,8,
B001299,Jim Banks,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,,9,
S001232,Tim Sheehy,SSVA,senate,Senate Committee on Veterans' Affairs,,majority,,10,
B001277,Richard Blumenthal,SSVA,senate,Senate Committee on Veterans' Affairs,,minority,Ranking Member,1,
M001111,Patty Murray,SSVA,senate,Senate Committee on Veterans' Affairs,,minority,,2,
S000033,Bernard Sanders,SSVA,senate,Senate Committee on Veterans' Affairs,,minority,,3,
H001042,Mazie K. Hirono,SSVA,senate,Senate Committee on Veterans' Affairs,,minority,,4,
H001076,Margaret Wood Hassan,SSVA,senate,Senate Committee on Veterans' Affairs,,minority,,5,
K000383,"Angus S. King, Jr.",SSVA,senate,Senate Committee on Veterans' Affairs,,minority,,6,
D000622,Tammy Duckworth,SSVA,senate,Senate Committee on Veterans' Affairs,,minority,,7,
G000574,Ruben Gallego,SSVA,senate,Senate Committee on Veterans' Affairs,,minority,,8,
S001208,Elissa Slotkin,SSVA,senate,Senate Committee on Veterans' Affairs,,minority,,9,
M000355,Mitch McConnell,JSPR,joint,Joint Committee on Printing,,majority,Chairman,1,senate
S001213,Bryan Steil,JSPR,joint,Joint Committee on Printing,,majority,Vice Chair,1,house
F000463,Deb Fischer,JSPR,joint,Joint Committee on Printing,,majority,,2,senate
M001210,Gregory F. Murphy,JSPR,joint,Joint Committee on Printing,,majority,,2,house
H000601,Bill Hagerty,JSPR,joint,Joint Committee on Printing,,majority,,3,senate
M001211,Mary E. Miller,JSPR,joint,Joint Committee on Printing,,majority,,3,house
P000145,Alex Padilla,JSPR,joint,Joint Committee on Printing,,minority,,1,senate
M001176,Jeff Merkley,JSPR,joint,Joint Committee on Printing,,minority,,2,senate
M001206,Joseph D. Morelle,JSPR,joint,Joint Committee on Printing,,minority,,4,house
S001185,Terri A. Sewell,JSPR,joint,Joint Committee on Printing,,minority,,5,house
C000880,Mike Crapo,JSTX,joint,Joint Committee on Taxation,,majority,Vice Chairman,1,senate
S001195,Jason Smith,JSTX,joint,Joint Committee on Taxation,,majority,Chairman,1,house
G000386,Chuck Grassley,JSTX,joint,Joint Committee on Taxation,,majority,,2,senate
B001260,Vern Buchanan,JSTX,joint,Joint Committee on Taxation,,majority,,2,house
C001056,John Cornyn,JSTX,joint,Joint Committee on Taxation,,majority,,3,senate
S001172,Adrian Smith,JSTX,joint,Joint Committee on Taxation,,majority,,3,house
W000779,Ron Wyden,JSTX,joint,Joint Committee on Taxation,,minority,,1,senate
C000127,Maria Cantwell,JSTX,joint,Joint Committee on Taxation,,minority,,2,senate
N000015,Richard E. Neal,JSTX,joint,Joint Committee on Taxation,,minority,,4,house
D000399,Lloyd Doggett,JSTX,joint,Joint Committee on Taxation,,minority,,5,house
M000355,Mitch McConnell,JSLC,joint,Joint Committee of Congress on the Library,,majority,Vice Chairman,1,senate
S001213,Bryan Steil,JSLC,joint,Joint Committee of Congress on the Library,,majority,Chair,1,house
F000463,Deb Fischer,JSLC,joint,Joint Committee of Congress on the Library,,majority,,2,senate
V000129,David G. Valadao,JSLC,joint,Joint Committee of Congress on the Library,,majority,,2,house
H001079,Cindy Hyde-Smith,JSLC,joint,Joint Committee of Congress on the Library,,majority,,3,senate
C001126,Mike Carey,JSLC,joint,Joint Committee of Congress on the Library,,majority,,3,house
P000145,Alex Padilla,JSLC,joint,Joint Committee of Congress on the Library,,minority,,1,senate
K000367,Amy Klobuchar,JSLC,joint,Joint Committee of Congress on the Library,,minority,,2,senate
M001206,Joseph D. Morelle,JSLC,joint,Joint Committee of Congress on the Library,,minority,,4,house
J000310,Julie Johnson,JSLC,joint,Joint Committee of Congress on the Library,,minority,,5,house
S001227,Eric Schmitt,JSEC,joint,Joint Economic Committee,,majority,Vice Chairman,1,senate
S001183,David Schweikert,JSEC,joint,Joint Economic Committee,,majority,Chairman,1,house
C001095,Tom Cotton,JSEC,joint,Joint Economic Committee,,majority,,2,senate
A000375,Jodey C. Arrington,JSEC,joint,Joint Economic Committee,,majority,,2,house
B001305,Ted Budd,JSEC,joint,Joint Economic Committee,,majority,,3,senate
E000298,Ron Estes,JSEC,joint,Joint Economic Committee,,majority,,3,house
M001243,David McCormick,JSEC,joint,Joint Economic Committee,,majority,,4,senate
S001199,Lloyd Smucker,JSEC,joint,Joint Economic Committee,,majority,,4,house
B001243,Marsha Blackburn,JSEC,joint,Joint Economic Committee,,majority,,5,senate
M000317,Nicole Malliotakis,JSEC,joint,Joint Economic Committee,,majority,,5,house
M001244,Ashley Moody,JSEC,joint,Joint Economic Committee,,majority,,6,senate
S000929,Victoria Spartz,JSEC,joint,Joint Economic Committee,,majority,,6,house
H001076,Margaret Wood Hassan,JSEC,joint,Joint Economic Committee,,minority,Ranking Member,1,senate
K000367,Amy Klobuchar,JSEC,joint,Joint Economic Committee,,minority,,2,senate
H001046,Martin Heinrich,JSEC,joint,Joint Economic Committee,,minority,,3,senate
K000377,Mark Kelly,JSEC,joint,Joint Economic Committee,,minority,,4,senate
B001292,"Donald S. Beyer, Jr.",JSEC,joint,Joint Economic Committee,,minority,,7,house
M001160,Gwen Moore,JSEC,joint,Joint Economic Committee,,minority,,8,house
C001117,Sean Casten,JSEC,joint,Joint Economic Committee,,minority,,9,house
M001241,Dave Min,JSEC,joint,Joint Economic Committee,,minority,,10,house
L000575,James Lankford,SLET,senate,Senate Select Committee on Ethics,,majority,Chairman,1,
R000584,James E. Risch,SLET,senate,Senate Select Committee on Ethics,,majority,,2,
F000463,Deb Fischer,SLET,senate,Senate Select Committee on Ethics,,majority,,3,
C001088,Christopher A. Coons,SLET,senate,Senate Select Committee on Ethics,,minority,Vice Chairman,1,
S001194,Brian Schatz,SLET,senate,Senate Select Committee on Ethics,,minority,,2,
S001181,Jeanne Shaheen,SLET,senate,Senate Select Committee on Ethics,,minority,,3,
C001095,Tom Cotton,SLIN,senate,Senate Select Committee on Intelligence,,majority,Chairman,1,
R000584,James E. Risch,SLIN,senate,Senate Select Committee on Intelligence,,majority,,2,
C001035,Susan M. Collins,SLIN,senate,Senate Select Committee on Intelligence,,majority,,3,
C001056,John Cornyn,SLIN,senate,Senate Select Committee on Intelligence,,majority,,4,
M000934,Jerry Moran,SLIN,senate,Senate Select Committee on Intelligence,,majority,,5,
L000575,James Lankford,SLIN,senate,Senate Select Committee on Intelligence,,majority,,6,
R000605,Mike Rounds,SLIN,senate,Senate Select Committee on Intelligence,,majority,,7,
Y000064,Todd Young,SLIN,senate,Senate Select Committee on Intelligence,,majority,,8,
B001305,Ted Budd,SLIN,senate,Senate Select Committee on Intelligence,,majority,,9,
T000250,John Thune,SLIN,senate,Senate Select Committee on Intelligence,,majority,Ex Officio,10,
W000437,Roger F. Wicker,SLIN,senate,Senate Select Committee on Intelligence,,majority,Ex Officio,11,
W000805,Mark R. Warner,SLIN,senate,Senate Select Committee on Intelligence,,minority,Vice Chairman,1,
W000779,Ron Wyden,SLIN,senate,Senate Select Committee on Intelligence,,minority,,2,
H001046,Martin Heinrich,SLIN,senate,Senate Select Committee on Intelligence,,minority,,3,
K000383,"Angus S. King, Jr.",SLIN,senate,Senate Select Committee on Intelligence,,minority,,4,
B001267,Michael F. Bennet,SLIN,senate,Senate Select Committee on Intelligence,,minority,,5,
G000555,Kirsten E. Gillibrand,SLIN,senate,Senate Select Committee on Intelligence,,minority,,6,
O000174,Jon Ossoff,SLIN,senate,Senate Select Committee on Intelligence,,minority,,7,
K000377,Mark Kelly,SLIN,senate,Senate Select Committee on Intelligence,,minority,,8,
R000122,Jack Reed,SLIN,senate,Senate Select Committee on Intelligence,,minority,Ex Officio,9,
S000148,Charles E. Schumer,SLIN,senate,Senate Select Committee on Intelligence,,minority,Ex Officio,10,
S001217,Rick Scott,SPAG,senate,Senate Special Committee on Aging,,majority,Chairman,1,
M001243,David McCormick,SPAG,senate,Senate Special Committee on Aging,,majority,,2,
J000312,James C. Justice,SPAG,senate,Senate Special Committee on Aging,,majority,,3,
T000278,Tommy Tuberville,SPAG,senate,Senate Special Committee on Aging,,majority,,4,
J000293,Ron Johnson,SPAG,senate,Senate Special Committee on Aging,,majority,,5,
M001244,Ashley Moody,SPAG,senate,Senate Special Committee on Aging,,majority,,6,
H001104,Jon Husted,SPAG,senate,Senate Special Committee on Aging,,majority,,7,
G000555,Kirsten E. Gillibrand,SPAG,senate,Senate Special Committee on Aging,,minority,Ranking Member,1,
W000817,Elizabeth Warren,SPAG,senate,Senate Special Committee on Aging,,minority,,2,
K000377,Mark Kelly,SPAG,senate,Senate Special Committee on Aging,,minority,,3,
W000790,Raphael G. Warnock,SPAG,senate,Senate Special Committee on Aging,,minority,,4,
K000394,Andy Kim,SPAG,senate,Senate Special Committee on Aging,,minority,,5,
A000382,Angela D. Alsobrooks,SPAG,senate,Senate Special Committee on Aging,,minority,,6,
C001056,John Cornyn,SCNC,senate,United States Senate Caucus on International Narcotics Control,,majority,Chairman,1,
G000386,Chuck Grassley,SCNC,senate,United States Senate Caucus on International Narcotics Control,,majority,,2,
R000584,James E. Risch,SCNC,senate,United States Senate Caucus on International Narcotics Control,,majority,,3,
M001242,Bernie Moreno,SCNC,senate,United States Senate Caucus on International Narcotics Control,,majority,,4,
W000802,Sheldon Whitehouse,SCNC,senate,United States Senate Caucus on International Narcotics Control,,minority,Chairman,1,
B001277,Richard Blumenthal,SCNC,senate,United States Senate Caucus on International Narcotics Control,,minority,,2,
L000570,Ben Ray Luján,SCNC,senate,United States Senate Caucus on International Narcotics Control,,minority,,3,
W000437,Roger F. Wicker,JCSE,joint,Commission on Security and Cooperation in Europe,,majority,Cochairman,1,senate
B001236,John Boozman,JCSE,joint,Commission on Security and Cooperation in Europe,,majority,,2,senate
